,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,568931,566747,185875,88080,510919,3802,315,1104,516140
1,AR,1217728,1207941,1043029,75903,1142083,18200,163,1520,1161966
2,AZ & NM,145162,145162,78967,13702,143227,30340,2347,1668,177582
3,CA,227379,227379,175912,10203,217944,39158,3029,3365,263496
4,GA,1659146,1593426,392334,313343,1533889,44822,5087,2839,1586637
5,KS & OK,442100,438790,72324,41491,381264,1769,160,523,383716
6,LA,264248,264248,182744,33358,220107,818,114,1270,222309
7,MO,300803,300803,231915,18789,285188,3596,37,199,289020
8,MS,732433,698750,546826,71060,638940,11344,374,3024,653682
9,NC & VA,792630,784185,311293,120289,728080,26870,3101,2339,760390
10,SC,236488,234633,149086,26322,229860,3540,196,524,234120
11,TN,798266,780964,653693,55665,743868,38194,1423,1784,785269
12,TX,4572130,4361046,1530196,471347,3621178,179280,18580,38253,3857291
13,--TOTAL,11957444,11604074,5554194,1339552,10396547,401733,34926,58412,10891618
