,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,626436,599839,9073,52134,138825,836,305,1062,141028
1,AR,1343481,1240091,93443,266435,535082,3943,146,1206,540377
2,AZ & NM,276543,271867,100217,27064,153544,7482,1641,1666,164333
3,CA,304939,304939,94892,19610,136431,22035,2336,1066,161868
4,GA,2582656,1798901,29077,266908,484447,17749,3004,2648,507848
5,KS & OK,827998,759961,62260,151972,292666,435,127,239,293467
6,LA,264630,264278,5596,23279,40723,274,105,542,41644
7,MO,320299,320299,48214,42428,124479,437,24,129,125069
8,MS,1016265,699823,38816,169443,385083,1631,380,1286,388380
9,NC & VA,1078245,836142,24082,95405,332529,5722,2481,1891,342623
10,SC,294689,275088,3402,56478,107648,552,164,451,108815
11,TN,1053678,850589,180355,191899,528075,9711,1623,1730,541139
12,TX,7051371,5208087,314008,610569,2017007,72077,15887,30339,2135310
13,--TOTAL,17041230,13429904,1003435,1973624,5276539,142884,28223,44255,5491901
