,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,99225,99225,0,9219,99139,13056,351,1108,113654
1,AR,320244,320244,7414,45915,320244,86320,241,1520,408325
2,AZ & NM,10240,10240,0,9881,10240,73817,2651,1799,88507
3,CA,13558,13558,211,10429,13558,65031,3029,3365,84983
4,GA,136614,136252,0,49688,136112,101428,5997,2832,246369
5,KS & OK,28848,28848,0,179,28848,4808,524,833,35013
6,LA,109961,109961,13940,2112,109959,3202,134,1270,114565
7,MO,49385,49385,0,5163,49385,16574,47,208,66214
8,MS,237511,237511,16224,42312,237510,58554,1404,3118,300586
9,NC & VA,38895,38809,0,67482,38894,99543,3243,2445,144125
10,SC,8972,8968,0,16199,8968,20970,286,526,30750
11,TN,201986,201186,26852,84267,201186,155672,1602,1841,360301
12,TX,1222550,1188524,201995,233980,1002790,327271,19030,38736,1387827
13,--TOTAL,2477989,2442711,266636,576826,2256833,1026246,38539,59601,3381219
