,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,20072,0,42177,330,1035,43542
1,AR,10651,10651,0,85320,10651,181609,1430,839,194529
2,AZ & NM,2924,2924,0,9014,2924,85367,5183,2133,95607
3,CA,0,0,0,17499,0,53365,12631,2342,68338
4,GA,1,1,0,69159,1,137415,3533,3612,144561
5,KS & OK,0,0,0,3385,0,18593,102,222,18917
6,LA,11095,11095,0,6320,11095,8085,274,630,20084
7,MO,0,0,0,12105,0,45454,160,144,45758
8,MS,0,0,0,59146,0,108561,588,1242,110391
9,NC & VA,0,0,0,83097,0,137272,3655,3500,144427
10,SC,0,0,0,13701,0,28759,312,605,29676
11,TN,712,712,0,71430,712,222546,3635,921,227814
12,TX,507959,505248,96691,195290,489127,669549,26827,39647,1225150
13,--TOTAL,533342,530631,96691,645538,514510,1738752,58660,56872,2368794
