,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,632251,599839,7275,40033,89695,827,304,1060,91886
1,AR,1349264,1240091,74906,149899,302690,3089,118,754,306651
2,AZ & NM,278895,271867,88556,7400,115518,6372,1521,1194,124605
3,CA,304939,304939,58478,14063,91763,18278,1936,1062,113039
4,GA,2630848,1798901,22935,139163,250602,14107,1338,2613,268660
5,KS & OK,836921,760012,12777,56217,102619,220,60,231,103130
6,LA,264630,264278,3445,13375,22468,274,105,542,23389
7,MO,320299,320299,35136,29672,80116,430,15,129,80690
8,MS,1056343,699823,25573,127458,234620,1514,375,1003,237512
9,NC & VA,1087116,836142,19573,90947,225402,4431,1725,1826,233384
10,SC,294777,275088,2825,25081,53395,378,164,445,54382
11,TN,1117039,850589,170661,110805,364538,7951,449,675,373613
12,TX,7418780,5208121,146487,360651,1269868,50099,15521,29839,1365327
13,--TOTAL,17592102,13429989,668627,1164764,3203294,107970,23631,41373,3376268
