,Region,2021,2022,2023,2024,2025
0,AL & FL,721903,884141,770502,720043,622118
1,AR,1247120,1461644,1259998,1709781,1336331
2,AZ & NM,390032,392986,298170,334574,276273
3,CA,276752,323516,204597,285457,304939
4,GA,3015256,3452167,2637640,2692426,2493180
5,KS & OK,830409,475407,403196,536767,805010
6,LA,256000,414776,244549,379254,264630
7,MO,315831,398195,382310,388113,320299
8,MS,1157942,1295041,1032196,1279535,962073
9,NC & VA,1070191,1354379,1107288,1200400,1054786
10,SC,416803,447727,330184,343491,292388
11,TN,1167221,1520917,1522144,1702936,1004076
12,TX,8636682,3603034,3407438,5222545,6666503
