,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,606311,599816,185844,117694,424161,2396,310,1077,427944
1,AR,1286870,1238593,941194,89755,1031302,10329,162,1501,1043294
2,AZ & NM,240488,240488,159883,39079,220858,25889,1995,1667,250409
3,CA,284698,284698,195048,25567,247570,31216,2968,3365,285119
4,GA,2094889,1797417,487354,559138,1502556,32176,4983,2751,1542466
5,KS & OK,656839,645771,106302,103609,492438,1049,139,516,494142
6,LA,264542,264278,123750,22692,154199,363,114,1269,155945
7,MO,320299,320299,235583,19980,259925,932,37,198,261092
8,MS,823419,699796,495879,62184,570418,6357,371,2754,579900
9,NC & VA,898511,829791,211343,168790,646896,16718,2736,2040,668390
10,SC,278777,274018,151536,27472,231839,1786,196,524,234345
11,TN,884761,832778,674363,50692,735052,19744,1403,1782,757981
12,TX,5836744,5137509,2041152,618196,3905828,144333,18042,33680,4101883
13,--TOTAL,14477148,13165252,6009231,1904848,10423042,293288,33456,53124,10802910
