,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,606662,599816,185827,106006,406425,2308,310,1076,410119
1,AR,1293502,1240091,918577,94539,1012394,9801,162,1501,1023858
2,AZ & NM,244851,244851,162292,38347,222763,23602,1995,1667,250027
3,CA,288171,288171,195096,21426,245234,30734,2968,3365,282301
4,GA,2133670,1797527,481640,561165,1461187,31017,4983,2750,1499937
5,KS & OK,672278,660862,114405,92182,477248,1016,139,507,478910
6,LA,264630,264278,118056,16609,142188,362,112,1269,143931
7,MO,320299,320299,224238,24077,252624,844,37,198,253703
8,MS,833482,699796,487954,58242,553266,4597,369,2754,560986
9,NC & VA,907407,829791,209310,153382,624857,15701,2734,2040,645332
10,SC,279569,274018,149715,23336,224513,1632,196,524,226865
11,TN,904684,840277,669032,57197,738279,18861,1403,1782,760325
12,TX,5919511,5157833,2029786,586200,3823150,138866,17974,32591,4012581
13,--TOTAL,14668716,13217610,5945928,1832708,10184128,279341,33382,52024,10548875
