,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,554412,553624,188310,88807,504452,3979,315,1104,509850
1,AR,1204576,1196936,1020485,77802,1144257,21174,172,1520,1167123
2,AZ & NM,126340,126340,65958,13242,125906,32291,2347,1668,162212
3,CA,203439,203439,160768,8934,196712,41076,3029,3365,244182
4,GA,1540695,1488475,360322,263270,1441057,45489,5087,2839,1494472
5,KS & OK,402617,400181,66208,48768,380294,1773,160,523,382750
6,LA,264229,264229,188832,33321,226252,818,114,1270,228454
7,MO,290534,290534,216804,17761,276623,3996,37,199,280855
8,MS,720412,695962,544171,81858,654001,12894,374,3026,670295
9,NC & VA,771192,764688,294195,106360,717168,28798,3110,2354,751430
10,SC,218146,216734,133362,24933,212629,3717,196,524,217066
11,TN,775825,760536,661504,54800,730966,40227,1440,1784,774417
12,TX,4323211,4142543,1349822,384784,3460851,184293,18738,38253,3702135
13,--TOTAL,11395628,11104221,5250741,1204640,10071168,420525,35119,58429,10585241
