,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,24624,50402,118602,716,628,674,120620
1,AR,1731942,1582512,339989,162694,553223,1537,1069,781,556610
2,AZ & NM,336203,331915,125947,17522,175933,3988,2598,501,183020
3,CA,285457,285457,106925,4472,133965,4203,2751,1212,142131
4,GA,2828677,1949408,102572,244440,520876,10116,1310,1815,534117
5,KS & OK,540974,425132,8565,41189,90595,668,831,440,92534
6,LA,379254,379254,29866,19401,57593,387,825,549,59354
7,MO,388113,388113,70535,24416,103799,67,159,250,104275
8,MS,1380796,1104908,263275,180587,514178,7581,2400,904,525063
9,NC & VA,1246050,1002773,95495,122083,460313,5497,1711,1047,468568
10,SC,359512,321234,45923,42242,113306,549,199,337,114391
11,TN,1752752,1410498,334681,207435,700084,3657,869,2632,707242
12,TX,5452029,4025555,288147,196367,1055983,25163,19946,21694,1122786
13,--TOTAL,17402602,13912905,1836544,1313250,4598450,64129,35296,32836,4730711
