,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,625908,599839,9718,75247,180182,1018,306,1062,182568
1,AR,1338556,1240091,124911,297904,647681,4392,161,1244,653478
2,AZ & NM,276273,271867,105025,38770,175150,7482,1641,1666,185939
3,CA,304939,304939,120193,16538,164316,24717,2798,1066,192897
4,GA,2522280,1798901,24981,368209,622167,22039,4478,2658,651342
5,KS & OK,816914,756069,72452,166681,342985,549,127,239,343900
6,LA,264630,264278,5596,32668,55819,280,106,542,56747
7,MO,320299,320299,50922,42760,138176,437,30,135,138778
8,MS,986148,699823,53491,169372,437457,1887,369,1726,441439
9,NC & VA,1069240,835971,26360,123180,393506,7340,2583,1899,405328
10,SC,293595,274169,3683,63875,130433,942,166,451,131992
11,TN,1013361,850535,182300,201604,584073,9589,1611,1697,596970
12,TX,6796106,5208084,447492,762509,2350993,80814,16455,31815,2480077
13,--TOTAL,16628249,13424865,1227124,2359317,6222938,161486,30831,46200,6461455
