,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,714648,705498,107161,158315,397391,1442,646,717,400196
1,AR,1641801,1582512,800651,166087,1023335,2460,2153,832,1028780
2,AZ & NM,328085,324021,139201,47716,238355,5068,3388,563,247374
3,CA,284915,284915,165900,9281,198887,5700,3185,1252,209024
4,GA,2382609,1948635,333186,634123,1401652,12899,1578,2083,1418212
5,KS & OK,493829,425122,92420,77100,295478,1545,833,446,298302
6,LA,379254,379254,118905,27769,153125,589,906,551,155171
7,MO,388113,388113,192623,29809,233522,69,247,250,234088
8,MS,1182605,1103804,609554,93604,726963,8604,2728,905,739200
9,NC & VA,1098736,987060,289044,159652,761660,8626,2637,1050,773973
10,SC,327311,319695,127698,49744,215162,865,199,392,216618
11,TN,1578984,1393166,900865,128681,1131719,4635,880,2607,1139841
12,TX,4797329,4023040,511441,736000,2113036,38344,36300,23721,2211401
13,--TOTAL,15598219,13864835,4388649,2317881,8890285,90846,55680,35369,9072180
