,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,618682,599839,9833,116023,230215,1599,307,1066,233187
1,AR,1334803,1240091,135781,320779,753527,5533,162,1501,760723
2,AZ & NM,276273,271867,107672,58015,199605,7843,1641,1666,210755
3,CA,304939,304939,139053,22907,198252,25522,2798,2007,228579
4,GA,2445169,1798729,28359,509267,814400,25312,4883,2672,847267
5,KS & OK,784112,734528,64183,177256,377167,659,127,339,378292
6,LA,264630,264278,5774,39982,78008,362,112,1240,79722
7,MO,320299,320299,51012,68999,169976,552,37,135,170700
8,MS,933540,699796,54887,158946,457481,2696,364,2004,462545
9,NC & VA,1036193,835179,23188,156805,444284,8679,2604,1993,457560
10,SC,292213,274018,2458,82090,159338,1347,166,489,161340
11,TN,991744,850535,209010,215237,651810,11016,1605,1724,666155
12,TX,6512816,5205428,468202,969010,2726283,95811,17523,31899,2871516
13,--TOTAL,16115413,13399526,1299412,2895316,7260346,186931,32329,48735,7528341
