,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,607982,599816,56849,134237,308102,1934,307,1066,311409
1,AR,1319348,1240091,602531,201192,884263,7626,162,1501,893552
2,AZ & NM,269906,269906,120805,66075,221234,16522,1642,1666,241064
3,CA,304367,304367,184781,6424,222923,26274,2926,3335,255458
4,GA,2331999,1798153,142023,650236,1158933,28582,4942,2715,1195172
5,KS & OK,740713,701406,107068,151299,431167,910,139,505,432721
6,LA,264630,264278,61759,30616,113100,362,112,1242,114816
7,MO,320299,320299,112315,71461,212752,844,37,198,213831
8,MS,890238,699796,349808,111480,502753,3303,368,2741,509165
9,NC & VA,967530,834205,100462,182358,510061,11054,2622,1995,525732
10,SC,289861,274018,101744,42321,191959,1441,166,489,194055
11,TN,959587,850535,543910,116798,707968,13819,1405,1735,724927
12,TX,6214763,5197020,1095919,808830,3259790,109073,17565,31945,3418373
13,--TOTAL,15481223,13353890,3579974,2573327,8725005,221744,32393,51133,9030275
