,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,43,43,0,16975,43,37610,330,1035,39018
1,AR,27207,27207,0,78467,27207,172811,1205,838,202061
2,AZ & NM,4369,4369,599,11189,4369,84619,5183,2133,96304
3,CA,475,475,475,23225,475,52285,12340,2286,67386
4,GA,1092,1092,0,63036,1092,124173,3532,3611,132408
5,KS & OK,0,0,0,3084,0,17489,102,222,17813
6,LA,20745,20745,0,5272,20744,6770,274,630,28418
7,MO,0,0,0,10435,0,42727,160,144,43031
8,MS,1018,1018,0,65311,1018,101498,588,1242,104346
9,NC & VA,0,0,0,93772,0,129869,3322,3351,136542
10,SC,0,0,0,18237,0,27227,312,605,28144
11,TN,4647,4647,0,72454,4647,211738,3090,795,220270
12,TX,590290,584878,123385,211231,552188,632205,26425,39647,1250465
13,--TOTAL,649886,644474,124459,672688,611783,1641021,56863,56539,2366206
