,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,198539,198539,64411,18600,197299,8660,315,1108,207382
1,AR,602775,602691,373610,37427,602687,67964,205,1520,672376
2,AZ & NM,16985,16985,8421,29996,16985,65982,2576,1799,87342
3,CA,56149,56149,30307,8355,56149,58798,3029,3365,121341
4,GA,366498,364725,73769,43567,363936,80684,5881,2822,453323
5,KS & OK,90638,90638,23890,2453,90638,4080,482,833,96033
6,LA,168485,168485,119756,8389,167867,2425,114,1270,171676
7,MO,113236,113236,58058,6487,113236,13838,47,208,127329
8,MS,446389,446301,334564,34795,446295,39895,1354,3087,490631
9,NC & VA,197086,197000,52011,49937,195231,74875,3185,2418,275709
10,SC,35356,35264,8543,14294,35351,17198,254,526,53329
11,TN,415604,412166,228709,64868,412135,120638,1577,1831,536181
12,TX,1757116,1702378,461711,255121,1439282,288250,18987,38735,1785254
13,--TOTAL,4464856,4404557,1837760,574289,4137091,843287,38006,59522,5077906
