,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,0,0,0,18927,0,30443,473,1142,32058
1,AR,3608,3608,0,69984,3608,171675,339,1659,177281
2,AZ & NM,0,0,0,13667,0,111487,3062,2122,116671
3,CA,0,0,0,9117,0,77216,3311,3517,84044
4,GA,0,0,79,87834,0,174410,6376,2869,183655
5,KS & OK,0,0,0,878,0,6568,525,834,7927
6,LA,1947,1947,0,4395,1947,8577,135,1270,11929
7,MO,0,0,0,7411,0,32594,47,295,32936
8,MS,0,0,0,122530,0,179068,1520,3118,183706
9,NC & VA,1,1,0,114981,0,183034,3562,2681,189277
10,SC,4,0,0,17107,0,34468,331,527,35326
11,TN,34,34,9924,90331,34,287766,1588,2779,292167
12,TX,512268,511288,152739,209497,494826,538006,20012,40319,1093163
13,--TOTAL,517862,516878,162742,766659,500415,1835312,41281,63132,2440140
