,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,468132,467868,157649,53342,443743,5590,315,1108,450756
1,AR,1099652,1096881,909823,56865,1075509,26414,172,1520,1103615
2,AZ & NM,76387,76387,37740,17397,76387,42401,2429,1717,122934
3,CA,155517,155517,118160,6703,155169,46946,3029,3365,208509
4,GA,1116537,1100252,247573,142314,1081177,55026,5434,2864,1144501
5,KS & OK,281680,281680,40022,9131,273568,2489,469,654,277180
6,LA,253479,253479,180257,29697,234124,1691,114,1270,237199
7,MO,235548,235548,176541,22044,230746,6776,37,199,237758
8,MS,671791,667728,548659,50816,640989,18186,386,3028,662589
9,NC & VA,606757,605972,214939,64129,586080,38296,3104,2413,629893
10,SC,140326,140058,75390,13485,138820,6179,229,524,145752
11,TN,722027,709788,587561,60835,700865,49320,1442,1810,753437
12,TX,3412129,3294998,923425,323814,2784853,213277,18776,38687,3055593
13,--TOTAL,9239962,9086156,4217739,850572,8422030,512591,35936,59159,9029716
