,Region,2021,2022,2023,2024,2025
0,AL & FL,663037,832184,739900,692647,597067
1,AR,1167197,1296756,1138863,1602525,1259619
2,AZ & NM,311618,285741,258106,262589,212294
3,CA,271129,302946,200045,271375,262141
4,GA,2483615,3025594,2266118,2100702,1952764
5,KS & OK,711713,415488,379002,461218,589998
6,LA,255825,399313,244549,379220,264454
7,MO,315349,397780,378605,384789,320299
8,MS,995329,1251104,930422,1152235,792654
9,NC & VA,951863,1215969,941284,1005008,863088
10,SC,377539,429325,309970,315402,277084
11,TN,1093832,1342152,1298222,1457027,850092
12,TX,7511724,3307834,3043443,4402031,5478830
