,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,46774,46774,0,9037,46774,15351,351,1116,63592
1,AR,170239,170239,7414,55545,170239,99449,307,1609,271604
2,AZ & NM,7240,7240,0,13578,7240,77864,3003,1802,89909
3,CA,2433,2433,211,5343,2433,65964,3029,3365,74791
4,GA,79719,79719,0,50062,79719,110204,6586,2837,199346
5,KS & OK,8674,8674,0,88,8674,4896,524,833,14927
6,LA,75418,75418,13940,2640,75417,3909,134,1270,80730
7,MO,15144,15144,0,7289,15144,18835,47,208,34234
8,MS,119536,119536,13030,54069,119536,75573,1349,3118,199576
9,NC & VA,8269,8183,0,81872,8268,117771,3248,2445,131732
10,SC,1213,1209,0,18061,1209,23376,286,526,25397
11,TN,80051,80051,3974,96589,80051,180376,1561,2422,264410
12,TX,1031069,1002618,201995,232847,862772,360269,19053,38737,1280831
13,--TOTAL,1645779,1617238,240564,627020,1477476,1153837,39478,60288,2731079
