,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,0,0,0,25018,0,40670,574,1167,42411
1,AR,0,0,0,88046,0,204138,428,1663,206229
2,AZ & NM,0,0,0,16203,0,122416,3762,2238,128416
3,CA,0,0,0,5473,0,83311,3317,3527,90155
4,GA,0,0,79,111617,0,214283,6349,2865,223497
5,KS & OK,0,0,0,2422,0,9610,525,834,10969
6,LA,0,0,0,8209,0,12664,135,1270,14069
7,MO,0,0,0,16339,0,42192,49,383,42624
8,MS,0,0,0,143691,0,247109,1829,3129,252067
9,NC & VA,0,0,0,129666,0,239538,3566,2620,245724
10,SC,0,0,0,18141,0,44821,354,527,45702
11,TN,34,34,9959,131811,34,347382,1806,3056,352278
12,TX,264126,264126,58342,117309,263458,591708,20408,40330,915904
13,--TOTAL,264160,264160,68380,813945,263492,2199842,43102,63609,2570045
