,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,626436,599839,9246,53883,148161,902,306,1062,150431
1,AR,1341514,1240091,94139,279327,559557,3955,146,1206,564864
2,AZ & NM,276273,271867,101409,30356,158909,7482,1641,1666,169698
3,CA,304939,304939,105632,11485,140714,22902,2798,1066,167480
4,GA,2572491,1798901,26131,277987,515249,19027,3012,2648,539936
5,KS & OK,826854,759961,62595,150743,297680,452,127,239,298498
6,LA,264630,264278,5596,23745,43719,274,94,536,44623
7,MO,320299,320299,48333,44892,127657,437,24,129,128247
8,MS,1012053,699823,38899,174441,401477,1633,380,1286,404776
9,NC & VA,1075682,836142,24386,92422,348809,5752,2481,1891,358933
10,SC,293770,274169,3408,61115,114446,554,164,451,115615
11,TN,1044849,850589,181352,190273,536170,9682,1623,1730,549205
12,TX,7012033,5208086,339927,652495,2091515,73321,15887,30345,2211068
13,--TOTAL,16971823,13428984,1041053,2043164,5484063,146373,28683,44255,5703374
