,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,626436,599839,9648,55284,152283,904,306,1062,154555
1,AR,1340346,1240091,95101,286692,575657,4035,151,1222,581065
2,AZ & NM,276273,271867,101612,32434,163001,7482,1641,1666,173790
3,CA,304939,304939,107078,13424,146943,23074,2798,1066,173881
4,GA,2569387,1798901,26488,288455,528499,19126,3022,2651,553298
5,KS & OK,826564,759759,69406,146186,303318,456,127,239,304140
6,LA,264630,264278,5596,24757,45086,274,105,542,46007
7,MO,320299,320299,48373,43896,128969,437,24,129,129559
8,MS,1009299,699823,38927,167888,411180,1658,380,1374,414592
9,NC & VA,1074855,836142,24420,96601,353781,6085,2481,1891,364238
10,SC,293770,274169,3479,62578,116853,575,165,451,118044
11,TN,1035395,850589,182063,190856,540677,9657,1618,1714,553666
12,TX,6967379,5208086,368116,637640,2111754,74449,15890,30345,2232438
13,--TOTAL,16909572,13428782,1080307,2046691,5578001,148212,28708,44352,5799273
