,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,626436,599839,8905,47256,123125,828,305,1062,125320
1,AR,1349099,1240091,83870,253543,476441,3816,146,1157,481560
2,AZ & NM,277851,271867,99401,20813,143575,7482,1641,1662,154360
3,CA,304939,304939,86767,15819,122259,21771,1984,1062,147076
4,GA,2602745,1798901,29542,232666,416821,16549,2104,2658,438132
5,KS & OK,832794,760011,56260,130454,255661,350,127,239,256377
6,LA,264630,264278,4973,19309,34650,274,105,542,35571
7,MO,320299,320299,44459,43968,113353,432,24,129,113938
8,MS,1029591,699823,31213,201051,352773,1632,380,1110,355895
9,NC & VA,1082354,836142,23629,90259,306892,5644,2481,1874,316891
10,SC,294777,275088,3350,44748,89172,499,164,449,90284
11,TN,1077139,850589,186906,181005,489267,9385,1175,1083,500910
12,TX,7218924,5208121,285108,519941,1878697,66334,15853,29996,1990880
13,--TOTAL,17281578,13429988,944383,1800832,4802686,134996,26489,43023,5007194
