,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,30486,0,54355,343,1035,55733
1,AR,0,0,0,103946,0,207354,1464,839,209657
2,AZ & NM,0,0,0,4669,0,89545,5275,2251,97071
3,CA,0,0,0,12908,0,59208,15194,2368,76770
4,GA,0,0,0,78673,0,156073,6175,3648,165896
5,KS & OK,0,0,0,3221,0,22366,102,222,22690
6,LA,0,0,0,8162,0,10368,274,630,11272
7,MO,0,0,0,13155,0,49723,360,144,50227
8,MS,0,0,0,72576,0,132449,1119,1249,134817
9,NC & VA,0,0,0,71975,0,154296,3822,3522,161640
10,SC,0,0,0,12588,0,30888,312,605,31805
11,TN,0,0,259,74946,0,245295,4292,933,250520
12,TX,277679,277679,36711,194341,276537,770752,29457,40140,1116886
13,--TOTAL,277679,277679,36970,681646,276537,1982672,68189,57586,2384984
