,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,13913,13913,0,11832,13913,18940,397,1139,34389
1,AR,80427,80427,7414,73875,80427,120325,330,1654,202736
2,AZ & NM,4055,4055,0,24003,4055,88962,3031,1885,97933
3,CA,1172,1172,211,6405,1172,69529,3031,3365,77097
4,GA,26272,26272,0,53592,26272,124955,6432,2864,160523
5,KS & OK,0,0,0,455,0,5351,524,833,6708
6,LA,46127,46127,13940,3872,46126,5497,135,1270,53028
7,MO,1394,1394,0,9912,1394,21810,47,208,23459
8,MS,38759,38759,6595,80247,38759,102123,1348,3118,145348
9,NC & VA,87,1,0,97706,86,137409,3447,2455,143397
10,SC,339,335,0,20966,335,26703,286,526,27850
11,TN,19215,19215,3974,108079,19215,209426,1551,2779,232971
12,TX,877239,852024,201995,250187,744039,417564,19436,40026,1221065
13,--TOTAL,1108999,1083694,234129,741131,975793,1348594,39995,62122,2426504
