,Region,2021,2022,2023,2024,2025
0,AL & FL,1086,38312,27284.0,44075,29674
1,AR,25110,108062,146290.0,214769,113618
2,AZ & NM,8592,15257,9208.0,15887,4970
3,CA,3053,2033,,900,1172
4,GA,9116,72629,24948.0,14993,54190
5,KS & OK,3899,2446,803.0,2973,2233
6,LA,16047,117673,101359.0,94588,56640
7,MO,1111,23129,19506.0,35337,5952
8,MS,7445,175220,125245.0,200619,66713
9,NC & VA,9671,18366,2623.0,1344,2237
10,SC,1793,9927,1039.0,1934,1178
11,TN,7887,65349,83324.0,134367,38465
12,TX,943665,1105136,990127.0,1091959,948703
