,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,510098,509834,180237,69434,477074,4973,315,1104,483466
1,AR,1158793,1154029,989493,58464,1124756,22494,172,1520,1148942
2,AZ & NM,99088,99088,50115,12626,99088,36476,2386,1672,139622
3,CA,176610,176610,136484,5702,174288,42385,3029,3365,223067
4,GA,1305761,1277073,307591,193336,1246504,50724,5230,2862,1305320
5,KS & OK,337625,337185,53974,28831,321460,2305,469,654,324888
6,LA,260361,260361,195212,23707,232120,1251,114,1270,234755
7,MO,260665,260665,197679,20938,253296,5120,37,199,258652
8,MS,695857,688974,562472,40963,652639,14613,374,3026,670652
9,NC & VA,700160,697142,253173,72053,665714,30856,3110,2412,702092
10,SC,177566,176241,104269,18651,174757,4279,229,524,179789
11,TN,752733,739421,637252,49781,721065,43680,1445,1785,767975
12,TX,3813500,3670936,1110413,341717,3093831,198734,18773,38627,3349965
13,--TOTAL,10248817,10047559,4778364,936203,9236592,457890,35683,59020,9789185
