,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,589289,586752,189651,119741,490313,3097,315,1103,494828
1,AR,1251917,1231873,1003104,88119,1098047,12737,163,1510,1112457
2,AZ & NM,191559,191559,116510,19947,186017,29637,2259,1668,219581
3,CA,254964,254964,195680,10402,236048,35455,3029,3365,277897
4,GA,1884305,1748988,464233,489031,1612386,35623,5083,2833,1655925
5,KS & OK,550572,544204,82346,113840,467207,1523,139,523,469392
6,LA,264266,264266,145841,37416,194388,715,114,1270,196487
7,MO,320299,320299,253101,20184,288268,1657,37,198,290160
8,MS,774525,699796,517563,69263,602370,8761,371,2760,614262
9,NC & VA,851046,821184,215946,159516,721528,20687,2913,2129,747257
10,SC,268834,265835,154419,21705,247906,2111,196,524,250737
11,TN,833893,807225,677266,47105,735574,25478,1403,1782,764237
12,TX,5285245,4939330,1880115,599891,4003881,165333,18113,36797,4224124
13,--TOTAL,13320714,12676275,5895775,1796160,10883933,342814,34135,56462,11317344
