,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,618151,599839,9833,121414,235242,1610,307,1066,238225
1,AR,1334443,1240091,135511,325381,758395,5701,162,1501,765759
2,AZ & NM,276273,271867,107672,59423,201305,7843,1641,1666,212455
3,CA,304939,304939,140664,22537,199035,25609,2798,2007,229449
4,GA,2440703,1798729,27332,521837,829711,25445,4883,2672,862711
5,KS & OK,781546,733634,69491,195065,396614,747,127,339,397827
6,LA,264630,264278,5774,42941,80967,362,112,1240,82681
7,MO,320299,320299,51012,70249,171226,552,37,135,171950
8,MS,930056,699796,54887,160282,458198,2696,364,2004,463262
9,NC & VA,1034080,835179,23188,154835,449149,8872,2604,1993,462618
10,SC,292213,274018,2458,82847,161943,1353,166,489,163951
11,TN,990797,850535,208740,214155,653256,11016,1605,1732,667609
12,TX,6489785,5205228,475389,1011688,2753966,96048,17564,31918,2899496
13,--TOTAL,16077915,13398432,1311951,2982654,7349007,187854,32370,48762,7617993
