,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,6545,26757,69919,697,502,666,71784
1,AR,1740604,1582512,181505,92850,350207,602,966,781,352556
2,AZ & NM,339115,331915,115384,4706,147447,3950,2546,493,154436
3,CA,285457,285457,86273,4508,112401,3954,2529,1179,120063
4,GA,2896066,1949409,38109,150127,331778,9066,1246,1815,343905
5,KS & OK,541150,425132,3202,3013,21590,572,829,440,23431
6,LA,379254,379254,10602,10288,26190,295,825,549,27859
7,MO,388113,388113,49177,11067,69681,67,159,250,70157
8,MS,1429390,1104908,87324,138245,367687,3494,2332,904,374417
9,NC & VA,1273158,1002859,50047,108445,364647,4106,1722,1048,371523
10,SC,363434,321249,17669,30522,78774,355,194,333,79656
11,TN,1838996,1410500,236383,154082,508259,2232,650,2550,513691
12,TX,5593329,4025555,226822,198595,847797,22124,19464,21496,910881
13,--TOTAL,17788909,13913009,1109042,933205,3296377,51514,33964,32504,3414359
