,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,76243,76243,0,8510,76243,13940,351,1108,91642
1,AR,263107,263107,7414,50853,263107,93080,241,1520,357948
2,AZ & NM,8795,8795,0,9619,8795,74257,2651,1802,87505
3,CA,4933,4933,211,10576,4933,65529,3029,3365,76856
4,GA,104538,104176,0,50606,104176,104883,6034,2833,217926
5,KS & OK,15767,15767,0,267,15767,4896,524,833,22020
6,LA,93538,93538,13940,2466,93537,3556,134,1270,98497
7,MO,36078,36078,0,5842,36078,17339,47,208,53672
8,MS,181260,181260,13030,51035,181259,69500,1404,3118,255281
9,NC & VA,20146,20060,0,75528,20145,109903,3243,2445,135736
10,SC,2441,2437,0,16946,2437,22100,286,526,25349
11,TN,146311,146311,5161,90520,146311,165102,1602,1841,314856
12,TX,1121791,1092260,201995,227817,928829,344685,19032,38737,1331283
13,--TOTAL,2074948,2044965,241751,600585,1881617,1088770,38578,59606,3068571
