,Region,2021,2022,2023,2024,2025
0,AL & FL,679449,862673,743114,713768,607015
1,AR,1208852,1382045,1168666,1635492,1310130
2,AZ & NM,374777,369828,282455,325084,261042
3,CA,274605,320889,203266,284622,296576
4,GA,2700529,3262963,2438742,2347880,2186768
5,KS & OK,798332,429732,390533,484831,685815
6,LA,255930,413815,244549,379254,264630
7,MO,315831,398195,382134,388113,320299
8,MS,1053070,1256935,939845,1169040,853375
9,NC & VA,978986,1271443,965319,1080784,922938
10,SC,397065,439319,316131,325340,284091
11,TN,1138347,1421987,1391161,1554606,929752
12,TX,8163302,3452670,3099464,4728261,6014789
