,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,0,0,0,28657,0,48271,669,1167,50107
1,AR,0,0,0,103167,0,232458,435,1673,234566
2,AZ & NM,0,0,0,19134,0,128748,3766,2238,134752
3,CA,0,0,0,4610,0,86793,3806,3562,94161
4,GA,0,0,0,113509,0,239713,6482,2883,249078
5,KS & OK,0,0,0,2338,0,13499,525,1269,15293
6,LA,0,0,0,9324,0,16960,269,1270,18499
7,MO,0,0,0,22846,0,49945,67,383,50395
8,MS,0,0,0,148116,0,286474,1618,3189,291281
9,NC & VA,0,0,0,123823,0,279450,3640,2740,285830
10,SC,0,0,0,19039,0,52786,335,526,53647
11,TN,0,0,10117,141873,0,385496,1904,3073,390473
12,TX,75445,75445,6546,117379,75444,649568,20644,40360,786016
13,--TOTAL,75445,75445,16663,853815,75444,2470161,44160,64333,2654098
