,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,631676,599839,8244,40061,106220,827,304,1060,108411
1,AR,1349189,1240091,78117,201393,382341,3462,137,1151,387091
2,AZ & NM,278200,271867,95664,14138,130443,7358,1623,1374,140798
3,CA,304939,304939,71976,14404,105801,19009,1984,1062,127856
4,GA,2620540,1798901,27263,172540,321775,15584,1652,2632,341643
5,KS & OK,835515,760012,26535,78184,186192,297,126,232,186847
6,LA,264630,264278,4267,17555,28231,274,105,542,29152
7,MO,320299,320299,39719,35683,94109,430,15,129,94683
8,MS,1046600,699823,28246,178890,299639,1613,377,1089,302718
9,NC & VA,1084488,836142,22475,90260,265893,5589,2481,1874,275837
10,SC,294777,275088,3323,33226,69167,416,164,445,70192
11,TN,1106322,850589,189807,136045,428078,8816,516,763,438173
12,TX,7344632,5208121,212058,458950,1585409,59822,15756,29989,1690976
13,--TOTAL,17481807,13429989,807694,1471329,4003298,123497,25240,42342,4194377
