,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,567061,565051,197527,89845,511526,3890,315,1104,516835
1,AR,1214710,1205011,1038800,74966,1142515,18851,172,1520,1163058
2,AZ & NM,139951,139951,74536,14494,138016,31308,2347,1668,173339
3,CA,220555,220555,170798,10845,211570,39695,3029,3365,257659
4,GA,1631975,1567403,382589,310064,1514384,44858,5087,2839,1567168
5,KS & OK,435168,431858,71075,65298,409404,1769,160,523,411856
6,LA,264248,264248,182834,35031,221870,818,114,1270,224072
7,MO,299503,299503,228485,18974,284248,3596,37,199,288080
8,MS,727988,698078,542342,76491,641052,11653,374,3024,656103
9,NC & VA,789792,781435,309143,121523,729578,27222,3101,2339,762240
10,SC,232824,230969,147919,26055,226196,3629,196,524,230545
11,TN,791673,774459,657967,55060,740777,37850,1423,1784,781834
12,TX,4524981,4320257,1496523,442344,3594017,181469,18590,38253,3832329
13,--TOTAL,11840429,11498778,5500538,1340990,10365153,406608,34945,58412,10865118
