,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720219,705962,35958,88378,180742,778,624,682,182826
1,AR,1717678,1582512,353321,233595,666352,1551,1073,781,669757
2,AZ & NM,335906,331687,129746,15026,188020,4624,2598,501,195743
3,CA,285457,285457,113684,5202,146956,4244,2751,1212,155163
4,GA,2725994,1949408,88627,427933,712190,10497,1385,1838,725910
5,KS & OK,538287,425132,11540,96559,168659,760,833,440,170692
6,LA,379254,379254,37758,20001,73085,387,858,549,74879
7,MO,388113,388113,80072,42005,132214,69,247,250,132780
8,MS,1308021,1104908,256707,215834,556455,7871,2541,905,567772
9,NC & VA,1213373,1002513,93104,160396,541676,6413,2125,1047,551261
10,SC,346149,321234,37299,61746,131212,592,199,369,132372
11,TN,1708882,1410498,389393,250442,820514,3886,868,2632,827900
12,TX,5293995,4025462,301581,362905,1261859,26585,20329,21707,1330480
13,--TOTAL,16961328,13912140,1928790,1980022,5579934,68257,36431,32913,5717535
