,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,614973,599839,9988,140597,260555,1610,307,1066,263538
1,AR,1328340,1240091,131718,351034,793940,6152,162,1501,801755
2,AZ & NM,274166,271867,108101,62385,203815,10040,1641,1666,217162
3,CA,304939,304939,149532,23267,212356,25697,2805,2799,243657
4,GA,2413359,1798585,22869,587208,923814,26086,4887,2674,957461
5,KS & OK,771542,726443,67727,185408,402233,878,139,416,403666
6,LA,264630,264278,5774,50221,91843,362,112,1240,93557
7,MO,320299,320299,51012,76437,180157,552,37,135,180881
8,MS,915973,699796,55354,166747,464763,2961,364,2008,470096
9,NC & VA,1017952,835179,24541,163834,458579,10019,2608,1993,473199
10,SC,291779,274018,2158,88524,171988,1353,166,489,173996
11,TN,983781,850535,208649,228173,672682,11377,1429,1736,687224
12,TX,6397897,5204472,485367,1022970,2914605,97416,17401,31925,3061347
13,--TOTAL,15899630,13390341,1322790,3146805,7751330,194503,32058,49648,8027539
