,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720219,705962,36401,86073,200839,819,626,682,202966
1,AR,1711692,1582512,350934,263628,712882,1551,1073,781,716287
2,AZ & NM,334774,330555,130351,21784,197854,4626,2598,539,205617
3,CA,285457,285457,118173,3068,150401,4244,2751,1212,158608
4,GA,2696753,1949408,79201,464044,790873,10502,1428,1864,804667
5,KS & OK,536767,425132,12519,90901,182725,769,833,440,184767
6,LA,379254,379254,39486,22848,79194,387,858,549,80988
7,MO,388113,388113,80872,51988,145329,69,247,250,145895
8,MS,1283484,1104908,253963,226570,584597,7867,2541,905,595910
9,NC & VA,1200879,1002428,88580,158002,562108,6594,2125,1047,571874
10,SC,343494,321197,35846,63167,140328,593,199,370,141490
11,TN,1703477,1410498,393463,275026,889642,3977,868,2632,897119
12,TX,5234357,4023854,304198,415662,1354422,27321,20349,21741,1423833
13,--TOTAL,16818720,13909278,1923987,2142761,5991194,69319,36496,33012,6130021
