,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,34771,0,61302,824,1065,63191
1,AR,0,0,0,116770,0,232949,1557,839,235345
2,AZ & NM,0,0,0,4238,0,99392,5329,2251,106972
3,CA,0,0,0,18512,0,68136,16942,2747,87825
4,GA,0,0,0,92439,0,175545,10806,3753,190104
5,KS & OK,0,0,0,7327,0,29788,102,243,30133
6,LA,0,0,0,8646,0,13483,274,630,14387
7,MO,0,0,0,16852,0,56261,423,144,56828
8,MS,0,0,0,101773,0,168470,1212,1329,171011
9,NC & VA,0,0,0,78227,0,175658,3857,3528,183043
10,SC,0,0,0,13472,0,35286,317,609,36212
11,TN,0,0,90,83391,0,277199,4462,946,282607
12,TX,45839,45839,39,202988,45839,907542,35507,41888,1030776
13,--TOTAL,45839,45839,129,779406,45839,2301011,81612,59972,2488434
