,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,126086,126086,0,10392,126000,12117,351,1108,139576
1,AR,389534,389534,7414,41351,389534,80083,241,1520,471378
2,AZ & NM,11628,11628,0,7925,11628,71861,2651,1799,87939
3,CA,21900,21900,211,10596,21900,64838,3029,3365,93132
4,GA,174780,174418,0,50377,173848,97642,5997,2832,280319
5,KS & OK,45331,45331,0,299,45331,4719,524,833,51407
6,LA,125575,125575,14778,2112,125573,3202,134,1270,130179
7,MO,68382,68382,0,4374,68382,15785,47,208,84422
8,MS,301087,301087,16224,40729,301086,57206,1404,3118,362814
9,NC & VA,72052,71966,0,61791,72051,92776,3243,2445,170515
10,SC,13389,13385,0,16394,13385,20440,286,526,34637
11,TN,264369,263569,39368,82020,263569,149986,1602,1837,416994
12,TX,1353918,1318903,201995,243531,1122315,322337,19023,38736,1502411
13,--TOTAL,2968031,2931764,279990,571891,2734602,992992,38532,59597,3825723
