,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,594718,591209,193739,108552,478461,2925,310,1077,482773
1,AR,1256209,1232929,1011809,70999,1082236,12737,163,1510,1096646
2,AZ & NM,205311,205311,124843,22551,197435,29351,2259,1668,230713
3,CA,259275,259275,194943,14106,240093,34485,3029,3365,280972
4,GA,1926500,1765876,476718,502712,1605459,35421,5082,2833,1648795
5,KS & OK,581498,573650,90872,98708,472852,1413,139,523,474927
6,LA,264266,264266,145214,29102,185183,715,114,1270,187282
7,MO,320299,320299,252553,20577,283041,1657,37,198,284933
8,MS,784050,699796,522904,52312,591134,8669,371,2755,602929
9,NC & VA,859607,823986,218624,162629,708531,20599,2913,2129,734172
10,SC,275993,272290,157908,20461,250613,1936,196,524,253269
11,TN,843736,813058,678413,43002,735768,23454,1403,1782,762407
12,TX,5414939,5023756,1935298,557738,4047561,163044,18113,35293,4264011
13,--TOTAL,13586401,12845701,6003838,1703449,10878367,336406,34129,54927,11303829
