,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,632251,599839,7275,37203,86778,827,304,1060,88969
1,AR,1349264,1240091,74416,143222,295923,3089,118,754,299884
2,AZ & NM,278895,271867,88201,6518,114636,6372,1521,1194,123723
3,CA,304939,304939,58478,15985,90885,18278,1936,1062,112161
4,GA,2632684,1798901,22857,129590,237508,14107,1338,2613,255566
5,KS & OK,836921,760012,12531,51924,95488,216,60,231,95995
6,LA,264630,264278,3315,11956,21049,274,105,542,21970
7,MO,320299,320299,34231,27573,78017,430,15,129,78591
8,MS,1059296,699823,25573,139218,231527,1514,375,1003,234419
9,NC & VA,1087743,836142,18757,85851,218641,4287,1724,1826,226478
10,SC,294777,275088,2825,21103,49330,378,164,445,50317
11,TN,1117039,850589,168621,100009,350779,7951,449,675,359854
12,TX,7427180,5208121,145772,333450,1222522,48236,15511,29839,1316108
13,--TOTAL,17605918,13429989,662852,1103602,3093083,105959,23620,41373,3264035
