,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,607545,599816,70974,149985,364947,2217,307,1066,368537
1,AR,1313702,1240091,646317,246501,969234,8198,162,1501,979095
2,AZ & NM,263256,263256,117364,60612,229386,19452,1643,1667,252148
3,CA,301225,301225,189173,13396,235916,29553,2926,3335,271730
4,GA,2231985,1798009,217333,737759,1349111,29364,4964,2750,1386189
5,KS & OK,693300,680300,80550,132334,445948,945,139,506,447538
6,LA,264630,264278,80081,32924,125606,362,112,1253,127333
7,MO,320299,320299,120459,81421,233483,844,37,198,234562
8,MS,869270,699796,389756,113939,528217,3616,369,2746,534948
9,NC & VA,932362,831557,121698,222955,583380,12898,2677,2017,600972
10,SC,286023,274018,119057,48337,213464,1545,166,489,215664
11,TN,936303,850489,573891,114032,731385,16665,1405,1822,751277
12,TX,6091396,5180981,1166011,729011,3605567,123979,17836,32044,3779426
13,--TOTAL,15111296,13304115,3892664,2683206,9615644,249638,32743,51394,9949419
