,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,632169,599839,7548,36769,94630,827,304,1060,96821
1,AR,1349264,1240091,75525,161043,326763,3095,118,754,330730
2,AZ & NM,278895,271867,89457,8874,120300,6372,1611,1194,129477
3,CA,304939,304939,66825,8588,96709,18880,1936,1062,118587
4,GA,2626568,1798901,23626,150069,277401,14565,1454,2613,296033
5,KS & OK,835691,760012,13756,86850,139372,257,60,231,139920
6,LA,264630,264278,4093,14946,25272,274,105,542,26193
7,MO,320299,320299,37486,30950,87017,430,15,129,87591
8,MS,1050738,699823,27289,143555,257942,1514,375,1001,260832
9,NC & VA,1086404,836142,21659,82234,243318,5238,2215,1869,252640
10,SC,294777,275088,3153,28617,61733,378,164,445,62720
11,TN,1116325,850589,181728,123765,395787,8122,449,675,405033
12,TX,7392949,5208121,158635,387411,1398581,53714,15635,29947,1497877
13,--TOTAL,17553648,13429989,710780,1263671,3524825,113666,24441,41522,3704454
