,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,190315,190315,27738,17714,189258,8836,315,1108,199517
1,AR,583172,583172,204599,34671,583084,68593,205,1520,653402
2,AZ & NM,16176,16176,2486,28676,16176,66069,2576,1799,86620
3,CA,51526,51526,15736,9138,51526,59581,3029,3365,117501
4,GA,343364,341855,1597,42265,340981,81638,5886,2828,431333
5,KS & OK,87571,87571,20677,2134,87571,4110,482,833,92996
6,LA,165262,165262,44974,5010,164644,2513,114,1270,168541
7,MO,108417,108417,39174,5067,108417,14014,47,208,122686
8,MS,431390,431390,130781,29005,431301,41308,1354,3087,477050
9,NC & VA,179821,179735,8390,51508,178318,77578,3203,2418,261517
10,SC,31868,31776,4762,14606,31863,17597,254,526,50240
11,TN,397370,394022,177159,63601,393901,123980,1577,1831,521289
12,TX,1713654,1662497,464945,222305,1405466,291883,18987,38735,1755071
13,--TOTAL,4299906,4243714,1143018,525700,3982506,857700,38029,59528,4937763
