,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,610369,599816,17441,149656,296470,1934,307,1066,299777
1,AR,1320133,1240091,130479,310403,861647,7189,162,1501,870499
2,AZ & NM,271106,271106,108448,80261,219206,16477,1642,1666,238991
3,CA,304939,304939,167987,12892,218493,26273,2924,3335,251025
4,GA,2360107,1798297,24225,678732,1102039,27401,4927,2714,1137081
5,KS & OK,750858,709971,59262,169744,430002,910,139,505,431556
6,LA,264630,264278,8624,55908,107823,362,112,1242,109539
7,MO,320299,320299,48755,81377,202564,819,37,135,203555
8,MS,895472,699796,54912,159928,494668,3053,364,2735,500820
9,NC & VA,983396,835179,23272,177002,486520,11009,2622,1995,502146
10,SC,290570,274018,949,68196,186371,1440,166,489,188466
11,TN,970363,850535,244735,197118,707485,13138,1408,1718,723749
12,TX,6254609,5200036,509069,903841,3151048,104914,17494,31944,3305400
13,--TOTAL,15596851,13368361,1398158,3045058,8464336,214919,32304,51045,8762604
