,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,600575,596361,194776,113140,462120,2485,310,1077,465992
1,AR,1263160,1233793,982086,90106,1070338,12351,162,1501,1084352
2,AZ & NM,224556,224556,134739,28342,214199,29351,2259,1667,247476
3,CA,267140,267140,185708,16007,245210,33700,3029,3365,285304
4,GA,1990990,1783216,485199,529240,1586825,34007,5080,2832,1628744
5,KS & OK,603070,593915,91223,120891,488319,1237,139,523,490218
6,LA,264454,264278,138216,30667,179019,627,114,1269,181029
7,MO,320299,320299,251692,22599,278578,1569,37,198,280382
8,MS,794139,699796,517465,47222,578397,8491,371,2754,590013
9,NC & VA,870772,826807,219122,163190,689468,19347,2826,2127,713768
10,SC,278601,274018,163598,21173,246710,1876,196,524,249306
11,TN,851346,815690,669954,58549,736112,22485,1403,1782,761782
12,TX,5508463,5063772,1981829,650048,4036313,159621,18096,35291,4249321
13,--TOTAL,13837565,12963641,6015607,1891174,10811608,327147,34022,54910,11227687
