,Region,2021,2022,2023,2024,2025
0,AL & FL,908,22466,9202.0,23812.0,18090.0
1,AR,8966,62143,73228.0,150248.0,86998.0
2,AZ & NM,6475,12846,7993.0,14155.0,4455.0
3,CA,303,33,,,1172.0
4,GA,5475,32617,9653.0,3965.0,33581.0
5,KS & OK,1574,836,387.0,561.0,
6,LA,10898,83046,70196.0,73055.0,48667.0
7,MO,299,12193,4954.0,20675.0,1980.0
8,MS,2603,102010,55249.0,144708.0,48520.0
9,NC & VA,3960,5603,294.0,672.0,87.0
10,SC,716,4213,331.0,775.0,339.0
11,TN,1860,24778,18422.0,79978.0,23996.0
12,TX,859327,1052797,958926.0,1019819.0,892635.0
