,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,539021,538757,188726,88423,495105,4082,315,1104,500606
1,AR,1189147,1182990,1015678,72641,1140603,21174,172,1520,1163469
2,AZ & NM,115801,115801,61171,14649,115455,33610,2347,1668,153080
3,CA,195566,195566,151783,10625,191057,41677,3029,3365,239128
4,GA,1448017,1405449,343733,246626,1359038,47471,5092,2857,1414458
5,KS & OK,375115,373627,64054,39176,354480,2021,160,523,357184
6,LA,264029,264029,192835,31762,228875,899,114,1270,231158
7,MO,276849,276849,213574,20002,265919,4241,37,199,270396
8,MS,712153,694710,545370,77591,655698,13109,374,3026,672207
9,NC & VA,751622,747358,287296,102622,704073,29013,3110,2412,738608
10,SC,202802,201477,123660,24991,198765,3770,229,524,203288
11,TN,768188,753162,669675,50303,729819,40405,1440,1784,773448
12,TX,4118646,3952364,1264112,400592,3309237,186916,18760,38253,3553166
13,--TOTAL,10956956,10702139,5121667,1180003,9748124,428388,35179,58505,10270196
