,Region,2021,2022,2023,2024,2025
0,AL & FL,708397,879049,764856,719250,618062
1,AR,1238265,1450667,1240287,1694809,1333456
2,AZ & NM,389310,389476,297311,333374,276273
3,CA,276752,323516,204197,285457,304939
4,GA,2947414,3412771,2600588,2616431,2432668
5,KS & OK,829914,470665,396638,525064,780132
6,LA,256000,414424,244549,379254,264630
7,MO,315831,398195,382222,388113,320299
8,MS,1136615,1273101,1016958,1245603,925669
9,NC & VA,1062553,1339285,1088357,1182994,1032333
10,SC,410419,442573,325191,339436,292213
11,TN,1151096,1504714,1486963,1684411,989817
12,TX,8540414,3570476,3343960,5139019,6479176
