,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,8430,8430,0,13596,8430,20704,397,1139,30670
1,AR,56939,56939,7414,79485,56939,126990,330,1654,185913
2,AZ & NM,3129,3129,0,25568,3129,92919,3062,1930,101040
3,CA,934,934,211,7171,934,70488,3296,3365,78083
4,GA,14545,14545,0,53659,14545,128996,6258,2864,152663
5,KS & OK,0,0,0,87,0,5351,524,833,6708
6,LA,35319,35319,13940,4048,35318,5673,135,1270,42396
7,MO,0,0,0,10620,0,22518,47,208,22773
8,MS,22097,22097,6595,92666,22097,118108,1348,3118,144671
9,NC & VA,87,1,0,97467,86,146232,3448,2455,152221
10,SC,4,0,0,19177,0,28419,331,527,29277
11,TN,6808,6808,3974,120469,6808,225208,1551,2779,236346
12,TX,818351,795386,201995,258583,703755,437473,19473,40026,1200727
13,--TOTAL,966643,943588,234129,782596,852041,1429079,40200,62168,2383488
