,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,36531,36531,0,9816,36531,16395,397,1139,54462
1,AR,128239,128239,7414,59728,128239,104627,307,1609,234782
2,AZ & NM,6100,6100,0,17091,6100,81643,3003,1802,92548
3,CA,1172,1172,211,5014,1172,67271,3029,3365,74837
4,GA,63060,63060,0,51927,63060,113945,6504,2845,186354
5,KS & OK,4212,4212,0,0,4212,4896,524,833,10465
6,LA,63477,63477,13940,3236,63476,4504,135,1270,69385
7,MO,7433,7433,0,8227,7433,19920,47,208,27608
8,MS,84851,84851,13030,63027,84851,84195,1348,3118,173512
9,NC & VA,4100,4014,0,88829,4099,126027,3439,2450,136015
10,SC,1178,1174,0,19325,1174,24889,286,526,26875
11,TN,53774,53774,3974,98213,53774,187622,1561,2773,245730
12,TX,984725,957354,201995,251574,829607,380794,19226,39365,1268992
13,--TOTAL,1438852,1411391,240564,676007,1283728,1216728,39806,61303,2601565
