,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,717226,705962,75766,147439,308352,1142,626,717,310837
1,AR,1676602,1582512,542156,277403,895218,1854,1108,832,899012
2,AZ & NM,331670,327536,138752,38649,221975,4771,2727,553,230026
3,CA,285393,285393,140094,9295,171265,4692,2784,1225,179966
4,GA,2522193,1949246,163482,586034,1122375,11712,1497,2081,1137665
5,KS & OK,506240,425128,22657,92039,245494,795,833,446,247568
6,LA,379254,379254,59224,36324,115508,586,906,551,117551
7,MO,388113,388113,125471,51727,188063,69,247,250,188629
8,MS,1207382,1104889,384005,151958,645517,7780,2547,905,656749
9,NC & VA,1149896,994773,178329,162832,675386,7277,2360,1047,686070
10,SC,333451,320402,48824,77190,179412,685,199,370,180666
11,TN,1648372,1410498,708525,215985,1045258,4044,880,2607,1052789
12,TX,5008710,4023562,373079,610567,1760230,32529,21507,21745,1836011
13,--TOTAL,16154502,13897268,2960364,2457442,7574053,77936,38221,33329,7723539
