,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,630461,599839,8245,44286,110525,827,304,1060,112716
1,AR,1349189,1240091,81126,209998,406816,3807,137,1151,411911
2,AZ & NM,278027,271867,97283,13100,133153,7393,1633,1641,143820
3,CA,304939,304939,73330,15806,108398,20313,1984,1062,131757
4,GA,2613342,1798901,28168,185012,338841,15786,2102,2659,359388
5,KS & OK,835078,760012,39256,86659,198918,337,126,239,199620
6,LA,264630,264278,4267,17094,29289,274,105,542,30210
7,MO,320299,320299,39908,35510,96052,430,15,129,96626
8,MS,1044991,699823,28695,175960,306207,1614,377,1089,309287
9,NC & VA,1084488,836142,22498,91586,272729,5501,2481,1874,282585
10,SC,294777,275088,3338,35885,72267,460,164,447,73338
11,TN,1100150,850589,197718,142016,442743,8817,516,763,452839
12,TX,7324910,5208121,225088,466433,1656153,60831,15757,29990,1762731
13,--TOTAL,17445281,13429989,848920,1519345,4172091,126390,25701,42646,4366828
