,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,716434,705962,104694,140123,361932,1415,626,717,364690
1,AR,1653203,1582512,767745,164050,977671,2264,1980,832,982747
2,AZ & NM,329810,325676,134149,47261,235132,5068,3386,563,244149
3,CA,285356,285356,150704,18011,190397,5700,3097,1252,200446
4,GA,2427492,1948958,314812,597773,1306126,12673,1516,2081,1322396
5,KS & OK,497088,425125,78673,98395,284274,838,833,446,286391
6,LA,379254,379254,108555,24741,139243,589,906,551,141289
7,MO,388113,388113,184292,22521,217778,69,247,250,218344
8,MS,1190274,1104171,599476,76580,700904,7988,2727,905,712524
9,NC & VA,1118663,990285,283973,146904,729209,7912,2582,1050,740753
10,SC,329652,320401,120005,49837,203484,777,199,392,204852
11,TN,1607910,1400499,884778,121857,1111505,4609,880,2607,1119601
12,TX,4882543,4023400,510124,650017,1997510,36155,22918,22240,2078823
13,--TOTAL,15805792,13879712,4241980,2158070,8455165,86057,41897,33886,8617005
