,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,632251,599839,7275,39596,90049,827,304,1060,92240
1,AR,1349264,1240091,74906,152849,305910,3089,118,754,309871
2,AZ & NM,278895,271867,88556,8106,116224,6372,1521,1194,125311
3,CA,304939,304939,60460,13355,93043,18564,1936,1062,114605
4,GA,2630848,1798901,22935,139442,256504,14116,1330,2613,274563
5,KS & OK,836746,760012,12777,59065,106172,220,60,231,106683
6,LA,264630,264278,3445,13904,22997,274,105,542,23918
7,MO,320299,320299,35136,29763,80381,430,15,129,80955
8,MS,1055362,699823,25573,129502,236129,1514,375,1003,239021
9,NC & VA,1087116,836142,19573,91496,227990,4431,1725,1826,235972
10,SC,294777,275088,2825,24619,53646,378,164,445,54633
11,TN,1117039,850589,170850,115814,369547,7951,449,675,378622
12,TX,7413047,5208121,147178,370674,1285416,50733,15534,29839,1381522
13,--TOTAL,17585213,13429989,671489,1188185,3244008,108899,23636,41373,3417916
