,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,410608,410608,128178,40789,397402,6458,315,1108,405283
1,AR,998357,997933,819011,47280,985387,36019,205,1520,1023131
2,AZ & NM,58024,58024,28911,15972,58024,46194,2475,1750,108443
3,CA,124192,124192,89903,6335,124018,49297,3029,3365,179709
4,GA,901244,893301,200754,97216,885134,59395,5438,2815,952782
5,KS & OK,230640,230640,49573,7355,226300,2797,469,654,230220
6,LA,238688,238688,173595,19877,225761,1809,114,1270,228954
7,MO,209884,209884,164150,11164,208389,8171,37,199,216796
8,MS,649568,646825,564305,34239,632832,21117,386,3029,657364
9,NC & VA,502628,502542,186034,45955,489952,47300,3112,2413,542777
10,SC,104425,104157,60430,7782,103992,8326,247,526,113091
11,TN,676584,667439,546402,60224,660440,65728,1477,1811,729456
12,TX,3015563,2915900,776341,300236,2476926,236761,18779,38693,2771159
13,--TOTAL,8120405,8000133,3787587,694424,7474557,589372,36083,59153,8159165
