,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,432396,432396,129093,39739,417160,6370,315,1108,424953
1,AR,1046989,1045970,873543,44987,1033133,34616,205,1520,1069474
2,AZ & NM,63458,63458,28983,14454,63458,44602,2475,1736,112271
3,CA,132443,132443,94955,6346,132095,48175,3029,3365,186664
4,GA,978795,969798,227428,95980,960570,57985,5438,2815,1026808
5,KS & OK,250368,250368,52462,8268,245684,2714,469,654,249521
6,LA,247871,247871,175110,20404,234588,1721,114,1270,237693
7,MO,220535,220535,172344,10816,218776,7907,37,199,226919
8,MS,660299,657116,567527,35416,643563,20677,386,3029,667655
9,NC & VA,540906,540730,198431,45838,526640,45971,3112,2413,578136
10,SC,117771,117503,63076,7625,116616,7759,229,524,125128
11,TN,695723,686488,559225,56717,678963,61862,1477,1811,744113
12,TX,3178720,3077449,817022,293680,2623921,230486,18778,38693,2911878
13,--TOTAL,8566274,8442125,3959199,680270,7895167,570845,36064,59137,8561213
