,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,6545,26703,70669,708,523,666,72566
1,AR,1740604,1582512,181505,97911,355268,602,966,781,357617
2,AZ & NM,339115,331915,116243,5663,149608,3950,2546,493,156597
3,CA,285457,285457,89665,5453,113227,3999,2668,1202,121096
4,GA,2895629,1949409,38109,157608,338780,9105,1247,1815,350947
5,KS & OK,541150,425132,3202,4025,22782,572,829,440,24623
6,LA,379254,379254,10602,11688,27590,295,825,549,29259
7,MO,388113,388113,49177,12210,70824,67,159,250,71300
8,MS,1427772,1104908,87324,143639,372001,3494,2332,904,378731
9,NC & VA,1272310,1002859,50047,112364,368501,4106,1722,1048,375377
10,SC,363434,321249,17668,30967,79894,355,194,333,80776
11,TN,1837859,1410500,236383,160790,513920,2232,650,2550,519352
12,TX,5592789,4025555,228407,202232,854500,22300,19464,21496,917760
13,--TOTAL,17784329,13913009,1114877,971253,3337564,51785,34125,32527,3456001
