,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,24151,37069,102942,709,626,674,104951
1,AR,1732548,1582512,335130,136929,516557,1533,1069,781,519940
2,AZ & NM,338987,331915,123640,11446,170386,3950,2547,493,177376
3,CA,285457,285457,105684,4640,132308,4203,2751,1212,140474
4,GA,2849759,1949409,103915,217660,487242,10109,1267,1815,500433
5,KS & OK,540974,425132,7884,27428,72209,662,831,440,74142
6,LA,379254,379254,27834,17771,53070,387,825,549,54831
7,MO,388113,388113,69347,20864,97162,67,159,250,97638
8,MS,1392232,1104908,259012,159077,484500,7222,2381,904,495007
9,NC & VA,1251910,1002773,95500,111341,441739,5234,1713,1047,449733
10,SC,361256,321234,46287,38186,108206,549,199,335,109289
11,TN,1778855,1410500,322960,210577,678935,3649,781,2632,685997
12,TX,5481385,4025555,279843,200801,1007730,24765,19871,21684,1074050
13,--TOTAL,17501573,13912908,1801187,1193789,4352986,63039,35020,32816,4483861
