,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,0,0,0,25800,0,42703,576,1167,44446
1,AR,0,0,0,90068,0,211113,428,1663,213204
2,AZ & NM,0,0,0,17659,0,124400,3762,2238,130400
3,CA,0,0,0,3642,0,84101,3317,3527,90945
4,GA,0,0,79,105324,0,222487,6440,2880,231807
5,KS & OK,0,0,0,4047,0,11365,525,1268,13158
6,LA,0,0,0,7211,0,13373,135,1270,14778
7,MO,0,0,0,19212,0,45067,49,383,45499
8,MS,0,0,0,130613,0,256192,1769,3129,261090
9,NC & VA,0,0,0,125205,0,251344,3619,2627,257590
10,SC,0,0,0,19081,0,47142,354,527,48023
11,TN,0,0,9959,121723,0,356477,1806,3056,361339
12,TX,192877,192877,32510,113012,192867,611192,20428,40339,864826
13,--TOTAL,192877,192877,42548,782597,192867,2276956,43208,64074,2577105
