,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720219,705962,36401,91645,198026,819,626,682,200153
1,AR,1712620,1582512,351862,257152,704545,1551,1073,781,707950
2,AZ & NM,335074,330855,130833,22702,197071,4626,2598,539,204834
3,CA,285457,285457,115902,5435,150401,4244,2751,1212,158608
4,GA,2700713,1949408,80431,467899,774666,10514,1393,1838,788411
5,KS & OK,536855,425132,12519,91666,179979,769,833,440,182021
6,LA,379254,379254,39486,22142,78488,387,858,549,80282
7,MO,388113,388113,80872,51654,144005,69,247,250,144571
8,MS,1287686,1104908,254397,229472,584056,7872,2541,905,595374
9,NC & VA,1205687,1002428,90020,158991,561148,6591,2125,1047,570911
10,SC,343494,321197,35846,66320,138681,593,199,370,139843
11,TN,1704403,1410498,394151,280109,872610,3961,868,2632,880071
12,TX,5245470,4023854,304317,408117,1337261,27174,20342,21741,1406518
13,--TOTAL,16845045,13909578,1927037,2153304,5920937,69170,36454,32986,6059547
