,Region,2021,2022,2023,2024,2025
0,AL & FL,728245,890208,777548,720843,626436
1,AR,1264658,1483007,1267026,1731942,1344553
2,AZ & NM,390403,394725,301558,336203,277223
3,CA,276933,323517,204697,285457,304939
4,GA,3140836,3560565,2731684,2828677,2589348
5,KS & OK,830571,490673,406675,540974,829714
6,LA,256000,414776,244549,379254,264630
7,MO,315831,398195,382398,388113,320299
8,MS,1183531,1342235,1067954,1380796,1018511
9,NC & VA,1091584,1377181,1134891,1246050,1079763
10,SC,428625,456634,337909,359512,294689
11,TN,1184929,1536362,1585544,1752752,1059293
12,TX,8828917,3700207,3537791,5452029,7103137
